internal idx,feature idx,unit idx top,unit idx bottom,image idx top,image idx bottom,col idx top,row idx top,col idx bottom,row idx bottom,number of outliers,ranksum,median,mean,ttest,mestimation,NUM,ROW,COL,FeatSize,NumCirc,NumTri,NumLine,CircDiam,TriSize,LineLen,RotSD,FCP,CCDunsc,WN0.1,WN0.2,WN0.3,WN0.4,WN0.5,WN0.7,WN1,WN1.5,WN2,WN3,WN4,FCPLOG,DC,DT,DL,TriArea,CircArea,LineArea,TA,CA,LA,ROT,CCD,FCPN01,FCPN03,FCPLOGN0.1,FCPLOGN0.3,Split
62,163,1850,4061,2506,298,2,29,35,62,7,-1.12147,4050.73,3857.39,-2.14883,4228.66,163,4,31,20,1,5,2,9.54539,3.15614,12.4801,15.5053,0.3168,6,0.013211,0.028525,0.016545,0.014811,0.013759,0.007566,0.006283,0.004216,0.003425,0.002576,0.00297,-0.768517,0.0025,0.0125,0.005,7.66436,71.5612,37.4402,0.0958045,0.178903,0.187201,0.232579,0.212132,0.435157,0.01,-0.26084,-4.59512,1
63,130,1916,4127,2377,229,2,30,35,63,11,-0.553279,3869.33,4222.96,-0.215469,4235.2,130,3,31,20,3,0,8,7.03645,4.76418,6.024,37.7635,0.426175,2,0.042973,0.040055,0.009824,0.011112,0.009142,0.006041,0.004628,0.003351,0.002648,0.002021,0.002058,-0.297474,0.0075,0,0.02,17.4638,38.8864,18.072,0,0.291648,0.36144,0.660861,0.0707107,0.460766,0.686358,-0.157259,0.783148,1
64,97,1982,4193,2374,166,2,31,35,64,10,0.658638,4324.3,4457.44,0.504591,3986.63,97,2,31,10,1,0,2,3.49245,3.76195,4.07264,25.3581,0.322,4,0.251939,0.061603,0.024703,0.025574,0.023019,0.010025,0.008616,0.007157,0.006799,0.004618,0.004402,-0.744596,0.01,0,0.02,10.8891,9.57967,12.2179,0,0.0957967,0.244358,0.253581,0.282843,0.304867,0.424837,-0.82423,-0.302946,1
65,64,2048,4259,2245,97,2,32,35,65,17,1.88448,4801,4826.49,1.81023,4226.38,64,1,31,28,2,0,3,9.45513,7.04512,14.6797,104.935,0.340842,6,0.054375,0.048315,0.015865,0.013606,0.016385,0.005204,0.004907,0.003887,0.003508,0.002601,0.002367,-0.659545,0.00255102,0,0.00382653,38.1892,70.2142,44.039,0,0.179118,0.168517,0.26769,0.151523,0.56879,0.324003,0.276916,-0.735438,1
66,31,2114,4325,2242,34,2,33,35,66,8,-1.78219,3774.5,3682.78,-2.6119,4025.6,31,0,31,28,13,0,0,5.25987,3.0757,5.30175,144.364,0.281913,6,0.036559,0.025139,0.043301,0.011385,0.018597,0.011857,0.007314,0.004342,0.003884,0.002874,0.002943,-0.934991,0.0165816,0,0,7.27866,21.729,15.9053,0,0.360302,0,0,0.151523,0.164246,0.15642,-1.62697,-1.68511,1
67,1085,3,2214,4353,2147,3,1,36,34,10,-1.12607,3877.18,3845.08,-2.38479,4097.27,1085,32,30,10,3,2,0,3.18369,3.6447,3.43044,165.428,0.3175,2,0.381981,0.049925,0.041173,0.024603,0.016546,0.010257,0.008764,0.006573,0.005867,0.004265,0.004308,-0.765285,0.03,0.02,0,10.2208,7.96069,10.2913,0.204417,0.238821,0,1.65428,0.141421,0.448214,0.533532,-0.207888,0.134328,1
68,1052,69,2280,4226,2076,3,2,36,35,10,0.207523,4243.7,4335.48,0.143499,4205,1052,31,30,28,0,4,0,5.28043,8.02955,6.64763,52.3911,0.217691,2,0.063663,0.030412,0.02052,0.016023,0.013426,0.009384,0.006211,0.004292,0.003347,0.002568,0.002594,-1.27917,0,0.00510204,0,49.6073,21.8993,19.9429,0.253099,0,0,0.200476,0.0505076,0.0996805,0.579314,-2.20078,0.319959,1
69,1019,135,2346,4221,2015,3,3,36,36,6,2.20721,4824.76,4936.11,1.91635,4498.01,1019,30,30,20,0,8,0,8.0963,7.3911,13.9523,167.268,0.472825,4,0.063585,0.019832,0.011238,0.009989,0.008002,0.007257,0.005403,0.003723,0.002916,0.002212,0.002197,-0.108807,0,0.02,0,42.0322,51.483,41.857,0.840643,0,0,2.9272,0.141421,0.651463,0.430022,0.625478,-0.281761,1
70,986,201,2412,4094,1944,3,4,36,37,8,0.0620457,4274.08,4274.57,-0.0603375,4051,986,29,30,10,0,3,0,3.68895,3.78335,5.40661,80.4848,0.2638,2,0.336268,0.014054,0.035974,0.046741,0.021428,0.016921,0.013227,0.008738,0.006396,0.005112,0.005609,-1.02631,0,0.03,0,11.0133,10.688,16.2198,0.330398,0,0,1.6097,0.141421,0.155824,0.185189,-1.68963,-1.48158,1
71,953,267,2478,4089,1883,3,5,36,38,11,-0.123959,4225,4164.61,-0.479843,4163.55,953,28,30,20,3,0,0,7.26889,4.32692,7.46342,94.7176,0.263525,4,0.044077,0.025626,0.00569,0.01672,0.010925,0.00791,0.006219,0.003713,0.002834,0.00217,0.002124,-1.02773,0.0075,0,0,14.4053,41.4978,22.3903,0,0.311234,0,0,0.141421,0.369834,0.529215,-0.532928,0.116992,1
72,920,333,2544,3962,1812,3,6,36,39,9,1.55612,4282.33,5011.1,1.63514,4229.63,920,27,30,28,13,0,0,7.12813,4.78544,3.77235,60.2887,0.440204,6,0.05032,0.017745,0.007485,0.011866,0.009371,0.006192,0.004535,0.003083,0.002177,0.001764,0.001838,-0.240334,0.0165816,0,0,17.6201,39.9063,11.3171,0,0.661711,0,0,0.151523,0.528884,0.99,0.115664,4.59512,1
73,887,399,2610,3957,1751,3,7,36,40,9,0.862067,4275,4477.7,0.630517,4271.59,887,26,30,28,3,1,3,7.37818,3.7022,21.0397,37.4225,0.300638,4,0.039114,0.040407,0.010327,0.01124,0.015198,0.005513,0.003619,0.003976,0.003142,0.002419,0.002275,-0.844263,0.00382653,0.00127551,0.00382653,10.5459,42.7551,63.119,0.0134514,0.163604,0.241527,0.143198,0.101015,0.512614,0.48334,0.0504684,-0.066665,1
74,854,465,2676,3830,1680,3,8,36,41,6,1.46738,4503.14,4696.62,1.45269,4129.37,854,25,30,20,7,1,0,5.16875,6.72368,6.48669,128.579,0.36585,2,0.210536,0.027014,0.02071,0.014853,0.013065,0.010358,0.006923,0.003977,0.003438,0.002739,0.002768,-0.550062,0.0175,0.0025,0,34.7839,20.9827,19.4601,0.0869598,0.367198,0,0,0.0707107,0.236379,0.01,-1.17263,-4.59512,1
75,821,531,2742,3825,1619,3,9,36,42,7,-0.459564,4315.27,4049.16,-0.932947,3985.14,821,24,30,10,0,0,4,3.97862,3.92344,3.01134,166.806,0.2114,2,0.382627,0.04132,0.026508,0.032597,0.014746,0.012315,0.007808,0.006728,0.00578,0.003912,0.004577,-1.31651,0,0,0.04,11.844,12.4324,9.03402,0,0,0.361361,5.00417,0.141421,0.202634,0.284434,-1.36991,-0.922574,1
76,788,597,2808,3698,1548,3,10,36,43,12,1.22804,4193.76,4790.91,1.34341,4322.79,788,23,30,10,0,0,5,3.12542,3.26317,6.25346,111.725,0.4808,2,0.236005,0.077827,0.023582,0.015778,0.017229,0.010283,0.005776,0.004982,0.004319,0.002767,0.003814,-0.0768378,0,0,0.05,8.19302,7.67196,18.7604,0,0,0.938019,4.46899,0.141421,0.523944,0.99,0.0958474,4.59512,1
77,755,663,2874,3693,1487,3,11,36,44,11,0.126491,4106.62,4126.89,-0.531993,3984,755,22,30,20,0,3,3,5.81412,3.30251,6.62161,142.088,0.199675,6,0.077489,0.088042,0.031772,0.023839,0.028003,0.01003,0.008167,0.007364,0.005649,0.0047,0.00431,-1.38833,0,0.0075,0.0075,8.39172,26.5496,19.8648,0.0629379,0,0.148986,1.7761,0.212132,0.252908,0.01,-1.08316,-4.59512,1
78,722,729,2940,3566,1416,3,12,36,45,8,1.06345,4451,4573.62,0.865493,4600,722,21,30,20,2,3,7,3.07235,7.59242,15.0432,52.771,0.5467,2,0.059182,0.017469,0.00674,0.010352,0.007095,0.005889,0.00387,0.002694,0.00219,0.001764,0.001701,0.187346,0.005,0.0075,0.0175,44.3531,7.41363,45.1297,0.332648,0.0370681,0.78977,1.18735,0.0707107,0.708186,0.550726,0.886589,0.203603,1
79,689,795,3006,3561,1355,3,13,36,46,8,-0.28727,4030.79,4063.69,-0.787565,4249.21,689,20,30,10,1,0,2,3.27475,3.44643,7.92713,156.568,0.3573,2,0.303005,0.008297,0.023966,0.016057,0.010008,0.011378,0.006666,0.005245,0.004139,0.00293,0.002907,-0.587102,0.01,0,0.02,9.13909,8.42259,23.7814,0,0.0842259,0.475628,1.56568,0.141421,0.272627,0.67355,-0.981335,0.724286,1
80,656,861,3072,3434,1284,3,14,36,47,10,-0.989942,3792.35,3939.27,-1.76332,3819.44,656,19,30,10,0,3,0,3.59784,3.0963,5.86038,72.343,0.2206,6,0.138055,0.098391,0.07146,0.078026,0.021503,0.025731,0.017271,0.011686,0.00938,0.00692,0.007636,-1.26217,0,0.03,0,7.37649,10.1666,17.5811,0.221295,0,0,1.44686,0.424264,0.228258,0.624797,-1.21817,0.509958,1
81,623,927,3138,3429,1223,3,15,36,48,8,2.46835,5053.13,5068.62,2.06671,4483.87,623,18,30,28,0,1,9,9.37046,5.8697,21.3078,56.2212,0.527207,8,0.014283,0.04055,0.013909,0.010508,0.014885,0.005379,0.004126,0.003758,0.002938,0.002399,0.00231,0.108934,0,0.00127551,0.0114796,26.5092,68.9623,63.9234,0.0338127,0,0.733814,0.645396,0.202031,0.630883,0.401012,0.536005,-0.40125,1
82,590,993,3204,3302,1152,3,16,36,49,12,0.446804,4019.42,4468.92,0.555622,4674.38,590,17,30,20,11,0,0,8.20973,4.27867,6.52544,136.211,0.51495,2,0.021944,0.016586,0.010227,0.00632,0.005163,0.004123,0.002746,0.001907,0.00153,0.001203,0.001256,0.0598178,0.0275,0,0,14.0858,52.9355,19.5763,0,1.45573,0,0,0.0707107,0.469991,0.628513,-0.120181,0.525844,1
83,557,1059,3270,3297,1091,3,17,36,50,10,2.2493,4722.17,5095.91,2.04837,3868.19,557,16,30,10,0,0,3,3.77783,3.69498,3.39011,130.381,0.2796,2,0.221133,0.086803,0.019959,0.019633,0.031044,0.012697,0.008659,0.008472,0.006561,0.005579,0.004927,-0.946447,0,0,0.03,10.5048,11.2092,10.1703,0,0,0.30511,2.60762,0.141421,0.254669,0.268611,-1.07386,-1.00168,1
84,525,1125,3336,3170,1020,3,18,36,51,10,-0.0651986,4133.07,4415.17,0.308454,4238.81,525,15,30,20,10,0,0,5.94713,6.93174,6.53024,62.2119,0.47275,4,0.108781,0.015645,0.013709,0.008681,0.010116,0.006192,0.004408,0.002929,0.00253,0.001919,0.002028,-0.109108,0.025,0,0,36.9699,27.7782,19.5907,0,0.694455,0,0,0.141421,0.463215,0.359784,-0.147406,-0.576303,1
85,492,1191,3402,3165,959,3,19,36,52,11,0.279794,3818,4514.39,0.560478,4143.04,492,14,30,28,1,0,2,3.52001,5.96124,20.8305,72.2562,0.136263,2,0.051241,0.04074,0.015131,0.014438,0.014633,0.007131,0.005034,0.004499,0.003512,0.00256,0.002486,-1.84668,0.00127551,0,0.00255102,27.3424,9.73146,62.4915,0,0.0124126,0.159417,0.0921635,0.0505076,0.247981,0.091765,-1.10941,-2.29227,1
86,459,1257,3468,3038,888,3,20,36,53,8,-0.662218,3870.6,4006.21,-1.13509,4066.73,459,13,30,28,0,0,10,5.47731,4.98792,6.85674,66.8401,0.249043,4,0.038399,0.047998,0.019005,0.014497,0.028187,0.007199,0.006101,0.0067,0.005342,0.003903,0.003448,-1.10372,0,0,0.0127551,19.1427,23.5627,20.5702,0,0,0.262375,0.767297,0.101015,0.174761,0.247127,-1.55226,-1.11399,1
87,426,1323,3534,3033,827,3,21,36,54,5,-1.6979,3942,3742.62,-3.37743,4122.4,426,12,30,20,2,8,0,7.51136,3.58627,11.654,85.5059,0.3432,6,0.022616,0.065132,0.019536,0.014562,0.013351,0.011195,0.007791,0.005406,0.004565,0.003469,0.003678,-0.649066,0.005,0.02,0,9.89579,44.3125,34.9619,0.197916,0.221563,0,1.49635,0.212132,0.371777,0.01,-0.524599,-4.59512,1
88,393,1389,3600,2906,756,3,22,36,55,16,1.70458,4753.54,5210.46,1.59322,4606.36,393,11,30,20,7,0,3,8.26344,4.69943,12.0743,64.6705,0.63635,4,0.115184,0.034036,0.01062,0.008892,0.005911,0.004581,0.003936,0.002253,0.001835,0.001486,0.001489,0.559557,0.0175,0,0.0075,16.9924,53.6305,36.2229,0,0.938534,0.271671,0.323353,0.141421,0.613526,0.99,0.462159,4.59512,1
89,360,1455,3666,2901,695,3,23,36,56,15,-0.286613,3963.4,4437.15,0.298546,4409.94,360,10,30,20,0,12,0,6.04649,5.83071,9.15904,83.2048,0.420925,4,0.015256,0.022746,0.014798,0.01491,0.011426,0.008754,0.006375,0.003781,0.003112,0.002466,0.002439,-0.318977,0,0.03,0,26.1582,28.7141,27.4771,0.784745,0,0,2.28813,0.141421,0.336716,0.606967,-0.677964,0.434579,1
90,327,1521,3732,2774,624,3,24,36,57,11,0.103061,4283.36,4405.36,0.292881,4231.92,327,9,30,10,0,0,5,3.1168,3.48401,4.52928,116.174,0.3156,2,0.406608,0.000756,0.035653,0.024759,0.009052,0.01467,0.007238,0.005162,0.004225,0.003109,0.003627,-0.774067,0,0,0.05,9.33947,7.62972,13.5878,0,0,0.679391,4.64698,0.141421,0.217035,0.30712,-1.28303,-0.81362,1
91,294,1587,3798,2769,563,3,25,36,58,4,-2.38563,3608.29,3873.43,-1.26335,4114.17,294,8,30,28,7,1,0,6.33713,5.31062,7.71819,91.9506,0.227959,2,0.048746,0.022193,0.018332,0.015625,0.011125,0.008223,0.005878,0.004165,0.003298,0.00247,0.002554,-1.21987,0.00892857,0.00127551,0,21.6997,31.541,23.1546,0.0276782,0.281616,0,0,0.0505076,0.235663,0.01,-1.1766,-4.59512,1
92,261,1653,3864,2642,492,3,26,36,59,8,0.47235,4008.45,4637.95,0.882688,4194.31,261,7,30,28,0,6,0,9.20539,6.8644,20.0136,108.33,0.236773,6,0.034937,0.022876,0.027357,0.014382,0.013498,0.009822,0.00651,0.004642,0.003557,0.003091,0.002992,-1.17045,0,0.00765306,0,36.2551,66.554,60.0408,0.277462,0,0,0.690878,0.151523,0.200605,0.01,-1.38252,-4.59512,1
93,228,1719,3930,2637,431,3,27,36,60,10,-0.772663,3758.32,3964.85,-1.25229,4319.43,228,6,30,20,0,0,11,9.99501,5.08723,9.05789,30.6542,0.39,2,0.008436,0.02024,0.014325,0.011813,0.012955,0.007301,0.005289,0.003936,0.003134,0.0025,0.002504,-0.447312,0,0,0.0275,19.9125,78.4614,27.1737,0,0,0.747276,0.766355,0.0707107,0.469328,0.597744,-0.122842,0.396076,1
94,195,1785,3996,2510,360,3,28,36,61,17,1.21032,5094.6,4876.62,1.09319,4644.54,195,5,30,20,7,1,0,9.2738,4.42106,13.8936,35.578,0.629725,2,0.053694,0.019597,0.007041,0.007041,0.004992,0.003517,0.002689,0.001779,0.001391,0.001118,0.001139,0.531037,0.0175,0.0025,0,15.0389,67.5469,41.6807,0.0375973,1.18207,0,0,0.0707107,0.661682,0.0430327,0.670798,-3.10181,1
95,162,1851,4062,2505,299,3,29,36,62,4,-0.560856,4090.85,3980.34,-1.41042,4176.85,162,4,30,20,0,4,4,8.55251,4.01319,9.50938,166.216,0.27685,6,0.044592,0.021672,0.011557,0.0194,0.017022,0.007904,0.006962,0.005337,0.004304,0.003336,0.003329,-0.960141,0,0.01,0.01,12.3921,57.4483,28.5281,0.123921,0,0.285281,2.90878,0.212132,0.278992,0.41293,-0.949465,-0.351867,1
96,129,1917,4128,2378,228,3,30,36,63,12,-1.70015,3838.88,3874.01,-1.03579,4329.6,129,3,30,10,0,0,4,3.43364,3.98326,6.60527,149.443,0.4211,2,0.219494,0.012742,0.027885,0.02177,0.014337,0.008443,0.006682,0.005104,0.004226,0.003139,0.002965,-0.318259,0,0,0.04,12.2079,9.25975,19.8158,0,0,0.792632,4.48329,0.141421,0.447777,0.370318,-0.209658,-0.530852,1
97,96,1983,4194,2373,167,3,31,36,64,9,0.315404,4094.2,4186.4,-0.426055,3861.77,96,2,30,20,0,8,0,6.86475,3.33089,15.486,58.923,0.15495,6,0.027211,0.107108,0.052197,0.032748,0.028271,0.021505,0.014186,0.009791,0.00799,0.006237,0.006512,-1.69629,0,0.02,0,8.53658,37.0118,46.4581,0.170732,0,0,1.03115,0.212132,0.01,0.01,-4.59512,-4.59512,1
98,63,2049,4260,2246,96,3,32,36,65,14,0.657876,4418.58,4756.39,0.835392,4225.43,63,1,30,20,0,0,4,6.22606,7.60523,13.8814,17.8192,0.2762,4,0.046851,0.036478,0.014472,0.012033,0.011966,0.006493,0.005359,0.004137,0.003328,0.00263,0.002733,-0.96339,0,0,0.01,44.503,30.445,41.6442,0,0,0.416442,0.133644,0.141421,0.276303,0.249993,-0.962875,-1.09865,1
99,30,2115,4326,2241,35,3,33,36,66,16,1.27462,4939.63,5015.9,1.41484,4345.93,30,0,30,20,0,0,7,6.29127,3.29374,11.5948,130.99,0.407025,2,0.039841,0.019454,0.015663,0.008806,0.014817,0.006736,0.005301,0.003957,0.003085,0.002394,0.002393,-0.376278,0,0,0.0175,8.34724,31.0861,34.7844,0,0,0.608726,1.96485,0.0707107,0.452,0.461101,-0.192594,-0.155911,1
100,1084,4,2215,4352,2148,4,1,37,34,12,-0.725903,4033.08,3991.38,-0.950505,3820.12,1084,32,29,10,1,0,3,3.1,3.81265,3.05667,104.217,0.3391,2,0.145059,0.123778,0.025859,0.014722,0.038778,0.008098,0.007939,0.008901,0.007659,0.005769,0.005162,-0.667307,0.01,0,0.03,11.1846,7.54768,9.17002,0,0.0754768,0.275101,2.08433,0.141421,0.542945,0.513538,0.172205,0.0541632,1
101,1051,70,2281,4227,2075,4,2,37,35,11,0.24769,4240.45,4414.61,0.281977,3942.61,1051,31,29,20,3,1,1,4.23302,5.60719,5.14628,82.2489,0.18595,2,0.09168,0.072353,0.016053,0.027081,0.019311,0.012147,0.008071,0.006403,0.005022,0.00406,0.003688,-1.47654,0.0075,0.0025,0.0025,24.1911,14.0731,15.4388,0.0604777,0.105548,0.0385971,0.205622,0.0707107,0.306532,0.158585,-0.816384,-1.66879,1
102,1018,136,2347,4220,2016,4,3,37,36,7,0.361136,4322.55,4468.21,0.415952,4198.74,1018,30,29,20,2,0,2,8.70963,7.82217,7.11748,163.646,0.3416,2,0.042012,0.05571,0.011837,0.010742,0.008018,0.005442,0.003737,0.00302,0.002414,0.001839,0.001674,-0.656172,0.005,0,0.005,47.078,59.5785,21.3524,0,0.297893,0.106762,0.409116,0.0707107,0.203473,0.540062,-1.36473,0.16059,1
103,985,202,2413,4095,1943,4,4,37,37,11,-0.548844,4269.69,3978.34,-1.54057,4090.57,985,29,29,10,2,2,0,3.95701,3.59109,3.42185,54.3356,0.3816,2,0.203914,0.062548,0.024676,0.027064,0.016712,0.017198,0.008761,0.005717,0.004436,0.003645,0.003616,-0.482763,0.02,0.02,0,9.92238,12.2977,10.2656,0.198448,0.245954,0,0.543356,0.141421,0.34262,0.99,-0.651642,4.59512,1
104,952,268,2479,4088,1884,4,5,37,38,5,-0.206118,3977.57,4423.84,0.338813,4108.99,952,28,29,28,3,1,5,5.49978,8.26699,7.13173,56.9357,0.22773,6,0.079392,0.029017,0.020796,0.012905,0.018184,0.009148,0.005958,0.004994,0.003839,0.003103,0.003033,-1.22118,0.00382653,0.00127551,0.00637755,52.5847,23.7564,21.3952,0.0670723,0.0909046,0.136449,0.363111,0.151523,0.190879,0.162476,-1.44431,-1.63992,1
105,919,334,2545,3963,1811,4,6,37,39,7,0.379085,4292.43,4222.32,-0.358531,4057.14,919,27,29,10,0,2,1,3.08847,3.47162,6.32189,145.888,0.3377,4,0.270879,0.056354,0.05072,0.042812,0.022141,0.014647,0.010557,0.007601,0.006328,0.005036,0.004924,-0.673561,0,0.02,0.01,9.27315,7.49163,18.9657,0.185463,0,0.189657,2.91776,0.282843,0.223889,0.01,-1.24315,-4.59512,1
106,886,400,2611,3956,1752,4,7,37,40,8,1.48609,4822.28,4898.23,1.18971,4326.59,886,26,29,28,4,4,1,9.1735,7.25348,5.72833,129.398,0.419809,4,0.049019,0.023829,0.017723,0.011049,0.008019,0.006748,0.004354,0.003023,0.002342,0.001784,0.001808,-0.323559,0.00510204,0.00510204,0.00127551,40.4815,66.0936,17.185,0.206538,0.337212,0.0219196,0.660196,0.101015,0.438233,0.446329,-0.248337,-0.215514,1
107,853,466,2677,3831,1679,4,8,37,41,13,-1.6215,3806.33,3745.88,-3.59176,3890.03,853,25,29,20,0,10,0,9.47365,3.54482,3.70093,45.3377,0.19195,10,0.038368,0.098988,0.033161,0.044042,0.024715,0.020906,0.015929,0.009503,0.007456,0.006108,0.006111,-1.43739,0,0.025,0,9.66837,70.4895,11.1028,0.241709,0,0,1.0201,0.353553,0.188229,0.478682,-1.46156,-0.0853257,1
108,820,532,2743,3824,1620,4,9,37,42,11,0.0266221,3877.81,4245.74,-0.20972,4082.47,820,24,29,10,1,2,0,3.66838,3.91218,3.23475,10.7903,0.2493,4,0.348546,0.016637,0.05775,0.037225,0.009928,0.015477,0.010073,0.007766,0.006319,0.00489,0.005128,-1.10235,0.01,0.02,0,11.7761,10.5691,9.70425,0.235522,0.105691,0,0.107903,0.282843,0.210773,0.01,-1.32027,-4.59512,1
109,787,598,2809,3699,1547,4,10,37,43,10,-0.418364,4121.1,4151.46,-0.377852,4162.09,787,23,29,10,0,0,3,3.01974,3.03576,5.81449,118.896,0.4162,2,0.342164,0.033487,0.008803,0.020964,0.014623,0.008267,0.006184,0.005062,0.003973,0.003591,0.003415,-0.338393,0,0,0.03,7.09084,7.16193,17.4435,0,0,0.523304,2.37791,0.141421,0.466421,0.01,-0.134519,-4.59512,1
110,754,664,2875,3692,1488,4,11,37,44,10,1.39994,4647.37,5092.05,1.61481,4784.79,754,22,29,20,9,0,3,8.73821,5.7681,12.0679,156.621,0.5665,2,0.065632,0.022036,0.007936,0.005448,0.004788,0.004237,0.002695,0.00189,0.001505,0.001172,0.00127,0.267585,0.0225,0,0.0075,25.5994,59.9702,36.2038,0,1.34933,0.271528,0.783105,0.0707107,0.492734,0.331623,-0.0290655,-0.700855,1
111,721,730,2941,3567,1415,4,12,37,45,8,-1.59373,3745.9,3753.92,-2.48689,3991.71,721,21,29,28,6,0,0,4.77158,8.00844,7.43904,112.016,0.115485,6,0.086604,0.042955,0.025269,0.022208,0.011234,0.007805,0.008105,0.006222,0.004234,0.003159,0.003344,-2.0359,0.00765306,0,0,49.3469,17.882,22.3171,0,0.136852,0,0,0.151523,0.0263865,0.01,-3.60816,-4.59512,1
112,688,796,3007,3560,1356,4,13,37,46,10,1.46775,4453.55,4988.1,1.39777,4409.76,688,20,29,20,8,0,0,7.6187,6.78654,14.7087,170.6,0.40295,2,0.007627,0.020766,0.00902,0.008243,0.005471,0.004548,0.003223,0.002139,0.001702,0.001305,0.001327,-0.393188,0.02,0,0,35.4373,45.5881,44.126,0,0.911763,0,0,0.0707107,0.421767,0.01,-0.315523,-4.59512,1
113,655,862,3073,3435,1283,4,14,37,47,14,2.44585,4889.57,5102.39,2.27601,4833.16,655,19,29,20,0,0,12,4.60669,5.25388,15.9089,178.968,0.6482,2,0.065315,0.024606,0.007121,0.007826,0.006072,0.003952,0.003535,0.002723,0.002068,0.001617,0.001636,0.611136,0,0,0.03,21.2386,16.6674,47.7267,0,0,1.4318,4.92161,0.0707107,0.680673,0.882423,0.756867,2.01558,1
114,622,928,3139,3428,1224,4,15,37,48,11,1.7562,4568.2,5033.51,1.73651,4542.77,622,18,29,28,0,15,0,6.09367,7.90528,18.0223,87.8752,0.458074,2,0.026974,0.020364,0.014201,0.009488,0.009051,0.00658,0.004396,0.003159,0.002373,0.001934,0.001871,-0.168099,0,0.0191327,0,48.0838,29.164,54.067,0.919971,0,0,1.5692,0.0505076,0.444339,0.354462,-0.223571,-0.599485,1
115,589,994,3205,3303,1151,4,16,37,49,7,1.52493,4340.71,4773.69,1.44383,4197.96,589,17,29,20,0,7,0,5.308,5.69114,3.60923,53.275,0.268325,2,0.022303,0.050697,0.016132,0.013801,0.012732,0.009525,0.006272,0.004278,0.003627,0.00286,0.002754,-1.00314,0,0.0175,0,24.9208,22.1285,10.8277,0.436114,0,0,0.799125,0.0707107,0.270186,0.352549,-0.993682,-0.607852,1
116,556,1060,3271,3296,1092,4,17,37,50,10,-0.546961,4025.8,4006.46,-1.10275,4020.54,556,16,29,10,2,1,0,3.63917,3.62041,6.68288,49.7472,0.2507,2,0.375705,0.09203,0.030933,0.022079,0.021212,0.014449,0.009343,0.006426,0.005404,0.00411,0.004133,-1.09488,0.02,0.01,0,10.0851,10.4015,20.0486,0.100851,0.208029,0,0,0.141421,0.236601,0.01,-1.17141,-4.59512,1
117,524,1126,3337,3171,1019,4,18,37,51,8,1.23467,4729.5,4717.78,1.2599,4238.05,524,15,29,28,3,0,0,9.50372,6.28979,16.8938,31.0823,0.260727,2,0.034918,0.026242,0.020302,0.012033,0.00778,0.004596,0.003935,0.002561,0.002039,0.001633,0.001649,-1.04219,0.00382653,0,0,30.4394,70.9377,50.6815,0,0.271445,0,0,0.0505076,0.193546,0.34679,-1.42713,-0.633177,1
118,491,1192,3403,3164,960,4,19,37,52,15,2.73921,5316.07,5408.43,2.42778,4480.49,491,14,29,28,0,3,11,7.9947,6.24318,16.1223,163.902,0.427755,2,0.011102,0.02033,0.015644,0.008019,0.011097,0.005042,0.003694,0.003094,0.002375,0.001849,0.001841,-0.291016,0,0.00382653,0.0140306,29.9899,50.1989,48.3669,0.114757,0,0.678617,2.71776,0.0505076,0.294605,0.358481,-0.87312,-0.581963,1
119,458,1258,3469,3039,887,4,20,37,53,15,1.07465,4338.67,4621.44,0.899966,4017.35,458,13,29,10,0,0,5,3.48558,3.59331,3.28872,28.9695,0.3361,4,0.324579,0.032848,0.03263,0.020578,0.021905,0.010917,0.007471,0.00665,0.005349,0.004239,0.004308,-0.680723,0,0,0.05,9.93469,9.54202,9.86615,0,0,0.493308,1.15878,0.282843,0.272531,0.977082,-0.98182,3.75264,1
120,425,1324,3535,3032,828,4,21,37,54,14,0.202906,4196.33,4462.69,0.409632,4286.33,425,12,29,20,1,0,4,6.53653,5.13006,14.6907,21.5477,0.40635,4,0.077912,0.021062,0.010244,0.01582,0.010102,0.009406,0.005388,0.00394,0.002969,0.002574,0.002615,-0.379075,0.0025,0,0.01,20.2493,33.5571,44.0721,0,0.0838927,0.440721,0.161608,0.141421,0.578961,0.341728,0.318511,-0.655603,1
121,392,1390,3601,2907,755,4,22,37,55,13,-0.569071,4239.17,3975.9,-1.38546,4074.43,392,11,29,10,3,0,0,3.79168,3.23432,6.28024,147.27,0.298,2,0.38367,0.037774,0.026691,0.021332,0.017203,0.012936,0.008548,0.005121,0.00432,0.003273,0.003525,-0.85684,0.03,0,0,8.0488,11.2915,18.8407,0,0.338746,0,0,0.141421,0.292943,0.144243,-0.881134,-1.78049,1
122,359,1456,3667,2900,696,4,23,37,56,14,-4.20145,2883.61,2994.97,-6.5764,3897.74,359,10,29,10,1,0,2,3.51423,3.09824,3.33218,164.672,0.2958,4,0.118985,0.024171,0.011543,0.019042,0.032626,0.013471,0.009604,0.008509,0.0064,0.004782,0.005166,-0.867379,0.01,0,0.02,7.38572,9.69951,9.99655,0,0.0969951,0.199931,1.64672,0.282843,0.239717,0.219035,-1.15423,-1.2713,1
